rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
4.0,"Great product, but maybe a different scent.","This particular scent isn't something I'm in love with. It smells good, just not for me. I'm using it anyway and it's doing great for my dry skin and beard texture. So far it's about two months and there's still plenty left, and that's with not quite a full beard.<br /><br />I'll be getting a different scent but the product itself is great.",[],B00JWWTIIM,B00JWWTIIM,AFNVMQETVKAFATUUJOBKBEOF2CJA,1428238704000,0,True
5.0,Moisturizing hand soap.,"A little pricey to order online, but this is my favorite hand soap because it leaves my hands feeling moisturized, not stripped.",[],B074B52MHR,B074B52MHR,AGBQEUCNL3ALBPZFBGDL6ECIYA6Q,1553452134480,0,True
5.0,Awesome little face steamer !!,great little steamer !!!<br /><br />The steam lasts about 9- 10 minutes .<br /><br />It does turn on and off and when it turns off the steam comes back on . No need to manually turn it on again .<br /><br />Also good to drain the water at the bottom once in awhile to help keep it clean .,[],B07NJQ1ZJ6,B07NJQ1ZJ6,AEP7UI2T646NKQXPEKK4KD5JWWGA,1565816474501,0,True
3.0,Stained clothes weeks after dyeing hair.,"It worked fine, dyed my hair purple. Used the method of applying, dryed to set with hair dryer, put on a shower cap and let sit overnight. It faded in a few weeks, but I'm hesitant to re-dye because several shirts had dye rub off on the collar area and permanently stained. This happened to my shirts even two or three weeks after I had dyed, and washed my hair a few times, it still rubbed off on my shirts. I really wanted it to work, but it's not worth ruining my clothes. Now, I just use clip in purple hair extensions.",[],B000F4GLHM,B000F4GLHM,AGMVRH7QAZHYG6RW7ZQ6UR4N35SQ,1354470081000,3,True
3.0,Stiff lining and tight fit,"Chose this item specifically because it was made in the U.S.  Keep in mind that the materials are not likely manufactured in the U.S. The interior plastic lining is very stiff, and not generous. I have a small head and fine hair and can barely get this on my head. Also, because it is so stiff, it isn't very comfortable. I was expecting a higher quality product and won't repurchase.",[],B0757PGWR6,B0757PGWR6,AECGIZD4A3GV6FTPJPE2542DUMGQ,1540478067284,1,True
5.0,Five Stars,"These are a lot of fun! I ordered several. More importantly, they get the job done without problems.",[],B00EQBGBHK,B08QWK8TDF,AFYSBOOIJKQX327TCC2NXQD7TJ4Q,1520964413137,0,True
5.0,Just like at the tanning salon.,Bought this to use at the health club where one can tan free of charge.  I put them on my moles for protection.  The health club doesn't offer these.,[],B000LRL16E,B000LRL16E,AHETQ33M4HTYFNERQZRD72OBOTDA,1547186308524,0,True
1.0,Nbd,"Compared to the other Lapcos masks, or any other brands for that matter, simply didn't impress me. Or even make an impression. Disappointed.",[],B07NKWR5B3,B07NKWR5B3,AFDEJE4TDD5MFFBDCEZDRQCUMJCQ,1596254337223,0,True
2.0,So not impressed,I was suckered by the good reviews. This was not any better than generic drugstore mascara. I coated. I did the zig zag. I have better mascara in my bag that cost less. The only saving grace is the container is beautiful.,[],B07SYBHPQ5,B07SYBHPQ5,AFDEJE4TDD5MFFBDCEZDRQCUMJCQ,1592009117687,0,True
3.0,So-So for ease of use and durability,These are great for having no pain but the plastic clips slip off when rolling my hair.  I guess I'll use them at night and use my self-grip rollers (which work really great) the rest of the time.,[],B07SSYVTRL,B07SSYVTRL,AHNATZRNX6XFEU5LQEA52NKSDLNQ,1573685099065,1,True
1.0,No 5-star reviews are from verified buyers,"Interesting that, out of 76 5-star reviews, NOT ONE was from a verified buyer.  I was going to try these but not when the positive reviews are such flagrant lies.",[],B077D4921Z,B077D4921Z,AHNATZRNX6XFEU5LQEA52NKSDLNQ,1513056459436,17,False
1.0,Made my skin break out,I love facial scrubs -- but not this one.  It felt too oily and made my skin break out in whiteheads.  I did like that it gave my face a good scrubbing but it wasn't worth the breakouts.,[],B01DGWYQCG,B01DGWYQCG,AHNATZRNX6XFEU5LQEA52NKSDLNQ,1469760242000,0,True
5.0,Excellent for Removing Stains,I bought several of these as gifts for my adult kids.  They all like it very much.,[],B00HI11M2O,B00HI11M2O,AHNATZRNX6XFEU5LQEA52NKSDLNQ,1453751966000,2,True
5.0,Beautiful gray hair,Grey hair,[],B00WOW8UJ0,B00WOW8UJ0,AFG332TAPTS3JW7RMVNSNZT2BYIQ,1583971598585,0,True
5.0,Tiny but lovely,"Bought this as a trial before splashing out on the full size and very expensive product. Absolutely loved both items, used them specifically for around the eye area at night. Felt like I saw a marked improvement and shockingly both very tiny bottles have lasted nearly two months now. Liked the pair enough to buy the full size bottles on sale from Dermstore. Would definitely recommend for someone wanting to try out Sunday Riley but do be warned how very tiny the samples are.",[],B08D7JFY91,B08D7JFY91,AHSC3VR6YBVJYSBLIQLI6VSYTJXQ,1618715689523,6,True
1.0,Pedicure toe separators - Not a happy customer!,The items smell very strongly like mothballs!!!!!!!  Very disappointed to say the least. I will not order from this merchant again.,[],B07WQT8Z13,B07WQT8Z13,AGLA6Y2IE6E3GU6T4BO44NLBVIVQ,1598924082857,1,True
3.0,Wig Grip Band - Part Lace,It’s okay.,[],B07W39SF2Z,B07W39SF2Z,AGLA6Y2IE6E3GU6T4BO44NLBVIVQ,1593021929601,0,True
5.0,Good product,Great product. Easy to use.,[],B00WTWQMQI,B00WTWQMQI,AGFYXW25S7SFCKIEDPY63PKVUF7A,1461381625000,0,True
3.0,So so,"i have curly hair that is going a little thin. This stuff was ok. The shampoo isn't very foamy and the conditioner needs more ""slip"" My hair felt a teeny bit fuller when dry, but nothing significant. I'd also say, it's a bit overpriced for the quantity.<br />I think any store-bought volumizing shampoo works just as well.",[],B0001DBM30,B097545V9C,AGVL4TSO3L6576B6MD564XKZA35A,1378321225000,0,True
3.0,They are okay but not my fav,Holds up with all day wear but my surgical loupes don’t sit well on the slick fabric. Have purchased others that are cotton and designed slightly different so my glasses stay put. Not my fav but still good and functional for what they were made for.,[],B088838886,B088838886,AFMTPD7O6NAQE6OUH2SQDWDBTF7A,1614317310634,0,True
5.0,Purchased for wear at work,"This is the 3rd type of button headbands I’ve purchased and by far my favorite. I work in dental and between my surgical loupes, mask, and face shield these are a lifesaver from 8+ hours of wear",[],B08MBTNC82,B08MBTNC82,AFMTPD7O6NAQE6OUH2SQDWDBTF7A,1614030032895,0,True
5.0,Must have!,"Well made, very cute, great variety... Both of my girls love there!!!",[],B07KSPJMZ7,B07KSPJMZ7,AFNV5CITI3ZPIMKLXSGCEZMZDEOA,1551907691620,0,True
5.0,"Home and travel use, good",Short for everyday use.  Placed it on a decorative box to raise the height.  Have to find a box to take it while traveling,[],B07D6SWYV4,B07D6SWYV4,AFEEIMFKL4SCMX4EBGDGJPI2LVZQ,1566137915923,0,True
5.0,Oh Yes!,Oh Yes! Buy this!,[],B079VHXK9R,B079VHXK9R,AEYNSJYRVWJL343WW5SLOBOMPKOQ,1546468376322,0,True
3.0,Product has no safety seal and no seal around the cap .,"Item came without a box. There is a lot number but no expiration date stamped on the tube. There was no inner safety seal, and no seal to keep the cap closed .",[],B06XRK25Q9,B06XRK25Q9,AFI3Q44PZQ55KWC2NN3VO5KO7LKA,1591156824324,4,True
5.0,Works well - much easier to maintain,So so much easier to clean and maintain compared to the plastic ones. Threw the plastic ones out immediately,[],B081CNZY8M,B081CNZY8M,AHPPOK5AXSGAIFDER6B52QIF4NIA,1611185730037,0,True
5.0,but the rich cedar scent is wonderful. Water turns saffron-yellow,"This took forever to arrive, but the rich cedar scent is wonderful.  Water turns saffron-yellow, if that's an issue.",[],B000FQMMWI,B000FQMMWI,AEWI3RTQ6K7XCMQQATPGSDTIIAJQ,1411408695000,0,True
3.0,Eh. Smells like old lady and made hair frizzy,"I was excited to try this but personally found the aroma off-putting, like overpowering old lady perfume.<br />The scent I was willing to overlook if it made my hair healthy.<br />It did not.<br />This product e<br />Made my hair a frizzy mess unfortunately.<br />So sad to leave a bad review but hey, I appreciate blunt honesty, I hope you do too.<br />❤️",[],B09D284YRR,B0BN113VWD,AEDFIGUH63L7KFAJMVDOSEZEP2CA,1647533148779,2,True
3.0,Eh. Fun but not practical.,"These do work for creating a loose crimped wave in your hair, they're easy enough to use, however the long plastic tool that pulls the hair into the curlers is segmented in three parts and they pull apart easily, leaving half the tool and your hair stuck in the curler. These are also bulky Is n the head, soft enough to go about your day but you'll look like Medusa. I hate to say this but I'd pass on this product unless you're a teen looking for goofy beauty products to try at a sleepover or something.",[],B08K77K977,B08K77K977,AEDFIGUH63L7KFAJMVDOSEZEP2CA,1613518879429,0,True
4.0,Better than many other epilators for smooth skin,"I've tried a couple of different types of epilators over the past 15-20 years.  While I was usually happy enough with the results, I rarely used them since it always seemed like you had to wait until the hair got long enough for the unit to grip the hair in order to yank it out.  And rarely did I really want the hair on my legs to reach that amount of stubble.  Not to mention the pain that is involved with epilators.  Yes, I am a weenie.<br /><br />This model of the Braun Silk Epil removes much shorter hair.  It claims to remove hair that is as short as a grain of sand (0.5mm).  I personally find it requires it to be a bit longer than that to grip; but it does do a much better job of reaching short hair than others I've tried.  It has a pivoting head which lets it work around all your body contours.  A light on the unit allows even the palest, finest hairs to be visible.<br /><br />In addition to hair removal, this epilator refines your skin.  A sonic massage system and high-density brush scrub away old skin cells.  This exfoliation helps to stimulate the regeneration of surface skin cells in order to create a smoother skin tone.  I do notice a bit of a smoother, more even skin tone on my legs now.  This sonic massage is my favorite part of the device...in part because I really don't like the tweezing part.<br /><br />This model can be used wet or dry and uses rechargeable batteries rather than a power cord.<br /><br />Unfortunately, I find that it still hurts...although not nearly as much as it used to.  With regular use, the hairs on my legs have become fewer.  Plus, the already pale fine hair is becoming even thinner and weaker.  Braun claims that it will keep your body free of hair for up to 4 weeks.  I usually find it to be somewhere in the 2 to 3 week range for me.  Still, that's nice for when you're going on vacation or heading off to the beach for a week or two.  I allow the growth to get to the slight stubbly stage and then I'm perfectly smooth for a couple of weeks.",[],B00AX3YNPC,B00AX3YNPC,AHO2ZKVTDPL6G35FLZW7UGXCYSEA,1368670340000,3,False
5.0,Liked this item,Was happy with results & item.,[],B01I20UJEG,B01I20UJEG,AGVRXFTDD7LSLNZUB3QS5ZFTNUNA,1626536138071,0,True
2.0,"nice texture, but contains irritants.","not for people with sensitive skin! it burned after i applied it, even on my décolletage. the next day i had some small red bumps on my cheeks and chest. the texture is nice, so i use it on my legs and arms and there is no problem there. but i think whatever makes the lotion have the cooling effect is not good.",[],B073PNY3RJ,B073PNY3RJ,AEJK6FGSYSLRXKGLK2K4MARJP6OA,1546374026531,5,True
5.0,They are really good at alleviating those pockets in you gums that your ...,A friend got me hooked on these...easier than floss when you're out for a meal...more discrete.  They are really good at alleviating those pockets in you gums that your dentist is always warning you about.  I use them all the time.,[],B018H1OG3U,B018H1OG3U,AEGEWE3NGCBXMXYBVEVXOJSW5KVQ,1479187129000,0,True
5.0,Love these.,"I bought these about a year ago and use them almost daily. Very soft and pretty and don't snag my hair ever. I have ""heavy"" hair and these don't pull and give me a headache.",[],B0798PN6DD,B0798PN6DD,AGADYGT4FGF46VG3AAUYLGVOJXLA,1579806042939,0,True
5.0,JUST WOW!!!,Overall an amazing experience! The seller was very nice & very responsive in the messages. The cologne came out perfect❤️ I would definitely recommend his services!,[],B09NBJJCM6,B09NBJJCM6,AEKMLJQPUBHCKDDHKVC74DYKON6Q,1663269947123,0,True
5.0,JUST WOW!!!,Overall an amazing experience! The seller was very nice & very responsive in the messages. The cologne came out perfect❤️ I would definitely recommend his services!,[],B09NBJJCM6,B09NBJJCM6,AEKMLJQPUBHCKDDHKVC74DYKON6Q,1663269947123,0,True
3.0,Pretty color,"The color is pretty but doesn't last as long as Special Effects dye does.  I don't wash my hair in super hot water, but this really does fade quickly.",[],B0147RUWZ4,B0147RUWZ4,AGLE3AYFPUFQ6TYB6ZHVFUZLZZKA,1536768378384,0,True
4.0,Good deal!,I like the one I got-unfortunately it wasn't the one I ordered! Still very nice and will work just fine.,[],B00H9BLZP2,B00H9BLZP2,AEVP4R5LSDI6W2TPDYNPRGNACG7Q,1409708272000,0,False
4.0,I like the product,I like the product. The only thing is it takes a whilr to heat up and your hand always hits sthe buttons and ends up getting shut off.,[],B01N0O5UIT,B01N0O5UIT,AHY6O2RL7NZ76ULDVSJKI2VBNTYQ,1495560876000,0,True
5.0,Five Stars,Not bad for a cheap costume wig.  Mine had good coverage and looked like the picture.,[],B01KYAT7ZE,B01KYAT7ZE,AFEOGSGX5JE2DLDC4WGPRRYYTXDA,1525723707492,0,True
5.0,Worked great!,I purchased this to color my eyebrows for a cosplay.  Worked great!,[],B01MZ2OKKT,B01MZ2OKKT,AFEOGSGX5JE2DLDC4WGPRRYYTXDA,1497363829091,0,True
1.0,Cheap quality,It is not a high quality item and the material is like a cheap car wash rag.,[],B078YCFZDB,B078YCFZDB,AHLC5XOCDMYOIOX6SUO4LYGWC7VQ,1637956146426,0,True
3.0,it's ok,"All the L'oreal was 40% off at Rite Aid so I grabbed this, not realizing that it was something I passed up when it first came out bc I thought it was kind of a gimmick (still do). The sponge applicator comes to a small point and I was surprised to be able to do a pseudo wing shape at the outer corner. You do need to use a blending brush to work the fade and I also do a transition color using another brush. I do find it quicker than using  brushes and powder alone, but since you have to re-dip for more powder even when it's brand new, I'm wondering how much effort it's gonna be once the product starts to get used up. You will probably have to not only twist the sponge applicator all the way back into the cap to pick up more, but also tap it to release more powder onto the appllicator. That would be annoying.<br />The color is pretty - a lighter, brighter purple than I expected. Overall, I'd say it's ok. Not great, not awful. For $5 I don't mind that I picked it up and I will keep it.",[],B00X346N74,B00X346N74,AFRJ6J2GHYY54O3BLSE5VDARQY6A,1433606045000,2,False
5.0,Easy to apply,"Easy to apply, covers very well, and the dark brown isn't too dark.  Looks very natural, didn't run, smudge or smear during application.",[],B00EEN2HCS,B0BM4GX6TT,AFRQ5OVTBQV4VSVPFO5RAYFVBVCQ,1529619858782,0,True
5.0,"Heavy, Sharp, Well-Made",This is exactly what I wanted for trimming my big toe nail to avoid ingrown toemails.,[],B007Y54ABE,B007Y54ABE,AFABDX7LIKBSCA2BHPCCLKSDOK7Q,1614442667395,0,True
4.0,Nice but Stinky Product,"I really like the look of the mascara -- so long as you wipe away the excess before you apply, the product goes on smoothly and evenly. My only complaint is that this formula STINKS of chemical something. My first time using it I was so surprised by the strange smell and after daily use for 3 weeks, it is still there. I am not sure what the smell comes from, but if you are sensitive to strong scents, I would not recommend this particular product.",[],B01557EHW4,B01557EHW4,AECTBVHZIBEWHLAQFN3S2CGQ33BQ,1499461586054,0,False
