rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1.0,Always Sends WHITE!  Not Clear!,I've tried to buy this product from BP Limited before and every single time they send WHITE!  Not clear.  Have to send it back.,[],B004XIILNI,B004XIILNI,AF35DMPHYD5T4UIGYVSRKLTAHXBA,1494693775000,0,True
3.0,Nice product... poor value!,"Funny but whenever someone knows they've got the corner on the market, they double the price!  This is the only latex with no ammonia.  No ammonia is GREAT but DON'T DOUBLE THE PRICE on us!",[],B006GDB518,B006GDB518,AF35DMPHYD5T4UIGYVSRKLTAHXBA,1458836591000,1,True
2.0,Good,Good,[],B07DQLFPW1,B07DQGT2JH,AHCOJCDRBIJI7IVQOLQT2RFP7WKQ,1553950497392,0,True
4.0,Smoothes and adds shine,"The brush makes my hair softer and shinier. But not a huge difference to be honest.<br /><br />The massage function I didn't really care for. The vibration is pretty weak so I couldn't feel it even when I pressed the brush against my scalp. But I bought this mainly for the ion function so I don't mind.<br /><br />The bristles are okay, just like any other brush. Doesn't do a great job of detangling and pulls out some hair. So I use my other detangling brush first then use this one for extra shine and smoothing.<br /><br />It might also help with frizz, but I'm not very sure. Quality is good, packaging is good too.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/616z8cPtIqL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/616z8cPtIqL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/616z8cPtIqL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61ZqpxkFYWL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61ZqpxkFYWL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61ZqpxkFYWL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xMPv+NnDL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xMPv+NnDL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61xMPv+NnDL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71c85LWq3aL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71c85LWq3aL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71c85LWq3aL.jpg', 'attachment_type': 'IMAGE'}]",B07LD4RN1Y,B07LD4RN1Y,AET7RDIF45SIBTQDKJXOG3Z6C6ZA,1552411494374,9,True
5.0,Good Quality and sturdy,I originally ordered these bows for my one year old daughter that enjoyed pulling bows out of her hair and pulling them apart. These bows looked cute and since they aren’t ribbon that could be pulled apart easily I gave them a try. Happy to say they are just what I was hoping. Very cute in person and they hold up to my daughter and her distructive fingers,[],B07Q2XJYY1,B07Q2XJYY1,AECU3LL47MMBF7WMSVECJQY3Y3ZA,1558484398334,3,True
2.0,Two Stars,i wish the color were a little darker and richer.  it is much lighter than the picture,[],B0080JFL84,B0080JFL84,AFL72UJGTF3OUEQEY5CT32NWEKHQ,1464549380000,1,True
4.0,One Dog Loves Them,"These gloves give more of a massage than a grooming.  One of my dogs loves them, the other is terrified and won't let me get near her with the gloves on.  But she's scared of everything.  The gloves seem like they may not last long, but they do the job for now, at least for one of my dogs!  Good for short-haired dogs.",[],B07DMPHZ73,B07DMPHZ73,AETKUXJW6YM3ONXY2W2T3X6XC2RQ,1564517419378,0,True
1.0,"Crystalized In First Shower, Fogged in Second ...","As the title states, this mirror started to get this weird crystalized look over the pane in the first shower - comparable to frost on windows. Then we rinsed it off and the next shower it completely fogged over. I purchased one of these a few years ago and LOVED it but this one is terrible.... Waste of money.",[],B01L2SQCC8,B071XQ355Y,AEBGE22ZJ2OUNXDIYDBUZMWF6OHQ,1672704586103,0,True
1.0,Broke off during first use? If it was the first use...,I fear I received a used package... The actual product package within the set had been opened and the entire label was ripped off and unsealed. And then during my first use the pumice broke right off the brush. And I only purchased the set for said brush.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VfNGHwzpL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VfNGHwzpL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71VfNGHwzpL.jpg', 'attachment_type': 'IMAGE'}]",B074F5DVND,B074F5DVND,AEBGE22ZJ2OUNXDIYDBUZMWF6OHQ,1559572202197,0,True
5.0,Good product,We bought this for our black lab’s chronic dry nose and use it nightly. It doesn’t solve the issue but it definitely keeps painful cracking at bay. Recently we had the opportunity to try the salve on a paw pad cut and it was great for that. I think it helped the healing to move along at a good pace.,[],B00UPHM31W,B08PDJLR57,AGP7XCQRYXAYRFHJW4I33BCPL6UQ,1532038756718,3,True
5.0,I like this,I really like this. My lashes look so much longer.,[],B07M5HB65T,B07M5HB65T,AFAWIPBG3YTAQOT5E3WG6V2OPX3Q,1567353632411,0,True
1.0,"I wanted to give a good review, but....","I like the way the handle feels, it's mushy, so is more comfortable to use. But, then it fell off. So then I tried just holding the top of the brush -- which was ok because it still worked. But then it too came apart. Sigh.",[],B08NJ5T4VY,B08NJ5T4VY,AHW7INVTCVHEYAICCQ356JSLED3A,1635540215642,0,True
1.0,Just like glue.,"I love the colors,  but they're like glue.  Even when they are dry your eye lids end up glued open.  I literally had to pull on my eyelashes,. Oh and it coagulates and gets clumpy.. I would not recommend buying these.",[],B07WX115DC,B07WX115DC,AGAAPCNAJ66MFIFDWXVWQECN7QDQ,1591930002779,6,True
5.0,Wow.,"I have asthma resulting from pollen and animal dander allergies. I've been in hades for the last year, prescribed meds I'd rather not take and which are very expensive (still taking them, though). One Saturday, working on an art project, I wore a paper mask all day and discovered I had FAR fewer problems that night sleeping. I looked for a more effective, comfortable and permanent mask and found the Vogmask. It works. It is comfortable (a little warm on a hot day), has kept my lungs and sinuses clear. I wear it at home and outside all the time except at night as I've essentially allergy-proofed my bedroom. While I am still somewhat short of breath, the tightness in my chest is gone, no more coughing at night, no problems breathing. I wonder why our doctors give us steroids and DON'T recommend face masks!",[],B007Q35I1U,B007Q35I1U,AHPH2M4Y23TIGNN6JI3P7LMDWL5Q,1367175464000,32,False
3.0,Great concept but not for me :(,"The concept of eyebrow stencil seemed life changing for me since I draw in my eyebrows every darn day!  Sadly, as great as the kit is it didn't  work for me.  With all the tools to make it success the only down fall is the eyebrow stencils are all to big for my face and none fit the natural curve as much as try to maneuver it around.",[],B0B51F6ZRW,B0B51F6ZRW,AGWY2VDZZTTVAXQLMHZGDN22BIMQ,1662882171194,0,True
4.0,"Beautiful, but broke.",I got this tiara for my birthday party. It was absolutely beautiful and everyone loved it! The only thing that sucked was that it broke about halfway through the night. The decorative front broke off of the piece to secure it on one side so it sort of sat lopsided on my head. The other side held somewhat intact for the rest of the night. I was devastated! I was hoping it would last a few years of birthdays since it was so pretty... Maybe I'll get another next year.,[],B0719KWG8H,B09X9BG4FC,AF5U7ZJ63AHPIBVPBWVMRBXBF4NQ,1529898222417,0,True
5.0,but the metal is pretty malleable so I might be able to make do,"Came quick and as described. I might end up needing to pad the ends, but the metal is pretty malleable so I might be able to make do.",[],B01D0VLCXE,B01D0VLCXE,AF5U7ZJ63AHPIBVPBWVMRBXBF4NQ,1511041212359,0,True
2.0,I don't like that it automatically shuts itself off and was constantly ...,"First things first, I bought this barely a year ago and it's been broken for several months on top of only having used it occasionally at first. I don't like that it automatically shuts itself off and was constantly needing to restart it. I was also frequently hitting the button and turning the device off in the middle of using it, so that was annoying. Battery seemed to last at first and then quickly tapered down until it felt like it was dying all the time and then began acting possessed, turning on and off randomly until the batteries would drain dead.<br /><br />Not worth the money I paid for it. I would go with another brand.",[],B00NL5JW6E,B00NL5JW6E,AF5U7ZJ63AHPIBVPBWVMRBXBF4NQ,1477891283000,0,True
5.0,Like it. Tastes good and seems to clean well,Like it.  Tastes good and seems to clean well.,[],B00SVE393M,B00SVE393M,AFCLVPBRCSPBRERFRI3YG2RY7L5Q,1492000356000,1,True
4.0,Perfect for fine short hair!,So far so good!,[],B01D2IXB20,B01D2IXB20,AHPI5UNCE67L7D6AMPL6TCIOBKRA,1496970468000,0,True
5.0,"Light natural, not greasy, no breakouts, does not cake, STAYS ON, moisturizing, IT IS PERFECT.","This is EXACTLY like the liquid halo, and the original photogenic foundation. There is nothing on the market as good as this in my opinion. I just now bought the last 11 they have in stock. I pray they ALWAYS keep making it, and NEVER change it. It was expensive having to buy and try so many brands when the makers of halo and the other on I used to use until I finally found this, and I am not letting go! lol also this $7. Price is awesome, nothing to lose for people to try it. Well after they restock, I just bought them out 😊",[],B00WZOH1KQ,B00WZOH1KQ,AHZIVRB6KLX7NGOX3GJNNBSMJRTA,1572286307949,3,True
5.0,Great purchase,Great purchase,[],B07CVW4Y76,B07CVW4Y76,AHZIVRB6KLX7NGOX3GJNNBSMJRTA,1562386887133,0,True
5.0,No drips or leaks!,"We use this pump on a 1.5 Liter Listerine bottle. We cup our hand over the pump into the Dixie 3 oz disposable cup, this way it helps with the slightest spray that we noticed when pressing with 2 fingers. It also feels better!  We pump once all the way till it stops and it gives the amount we need.",[],B01DUYNJL4,B01DUYNJL4,AEASCE6PKU5WJMG627N4X7DRME3Q,1485243273000,4,True
5.0,and I don't like that. This product does the job I've been ...,I have very thick hair and if I don't use the right products on my hair I begin to find a lot of &#34;split end&#34; ... and I don't like that. This product does the job I've been looking for . fully conditioned hair without &#34;slit ends&#34;.,[],B007SVIFGU,B007SVIFGU,AFQZ2TSMQ65XJUZYLDYPLUWR4SCA,1432056354000,0,True
5.0,😍 it's terrific!,😍I love it!,[],B00YI0XFUU,B00YI0XFUU,AHNWRBYJPJDJYSC6XFC2GC66KO2A,1447257068000,0,True
3.0,Cute,Cute,[],B016E9PS20,B016E9PS20,AHNWRBYJPJDJYSC6XFC2GC66KO2A,1447256603000,1,True
5.0,Thank you Avon.  Have used these for years.,This is the only eyebrow pencil that covers grey hairs.,[],B0759Z7V3N,B0759Z7V3N,AGW7E7WAKK35JNTOOV5G2PCSSORA,1641427959206,0,True
1.0,strait hair no friez like what I get when I go to salon,I have fine curly hair. I tried lowest setting and it  did not straiten my curls and hair was still frizzy. I'm still experimenting,[],B07V67T38G,B07V67T38G,AG3RC45SXLMVS5LDLOL7VBDP7DEQ,1577626708835,0,False
5.0,Best value,"Being from Korea, my wife only uses these products. She keeps buying them and tells me that they are the best for her. Looking at this kit you can't beat the price. You'll pay twice as much trying to buy them individually and and at the local Asian markets even more than that. They are well packaged and arrived ahead of when they were expected.",[],B01MSR63V3,B01MSR63V3,AGNTQLVSHAXHRQNXB2XRKCNSSN6Q,1576578040715,2,True
5.0,nice selections,Fast deliver and nice selection of colors......,[],B07CJY41DP,B07CJY41DP,AEZNB7MK2VT63L4ZHXGWZSQQGXVA,1537028160548,0,True
5.0,It is beautiful and very sturdy,"It is beautiful and very sturdy, making it a very good value.  Can't wait to see it on our Senior Ball Queen!",[],B0719KWG8H,B09X9BG4FC,AED6TQBEQZHIDRNHMAJXOQ3GEGBA,1522434534542,0,True
5.0,Mask works great,Works,[],B07H9HDV8Z,B07H9HDV8Z,AECMTKMZKMCBFQ6KLPE7CWXKH7OQ,1608728901922,0,True
5.0,Very easy to use,Never had a slicker brush that is so easy to clean. Gets rid of a full brush of hair in a second,[],B09V81J6NZ,B09V81J6NZ,AEZL5LYQBZY4RJH4CVHXADT74NCQ,1658780249112,0,True
5.0,Cute flossers!,"I purchased these on-line because I couldn't find children's flossers in ANY store I looked at.  These are great!  My daughter has fun selecting the color she wants.  She is only 3, so they are a bit large in her mouth.  The package says they are for children 5 and up, so I will not fault the company for that.  My husband uses them too!",[],B00K15XTLG,B00K15XTLG,AHF4SVYZ32FEZGXGDAGEMP3NQKOA,1443402186000,0,True
1.0,Don't waste your time or money!,"The WORST. Followed instructions explicitly and wouldn't charge. Would turn on briefly then just shut off as if the switch was faulty. Company wouldn't consider return/exchange/refund, but was reimbursed by Amazon directly for the defective product.",[],B01FL5VD9U,B01FL5VD9U,AH4YEEW5AEXBWJ3NUKOR2BL2O26Q,1485325796000,0,True
5.0,nice,this is a gift,[],B08DL91JPX,B08DL91JPX,AFPNUMFVQYNMZULNQQ6THVVJOPQA,1626545356653,0,True
5.0,Great and lasts long!,The DND gel collection seems to last longer and is the shiniest/glossiest clear gel coat I’ve used. It doesn’t shrink like some clear coats I’ve used. It also works well with other brands as well.,[],B06XJR3BBX,B06XJR3BBX,AHOPFN72GV6AU5WJ3XUYMJKCG6SA,1662320630110,3,True
1.0,Poor workmanship for such an expensive hair dryer.,"Owned this for less than 5 months, then the thing literally started to fall apart!  Shocking, since it was so pricy!  I've bought cheaper ones that lasted for years.  I have to say it worked great though, until the plastic starts to break apart.<br />Too bad, because it worked great, lots of power and dried my hair really fast.",[],B00IK5RQ3G,B00IK5RQ3G,AE55NCHUU76YKLBLTLQLL5VZEI4A,1482570365000,0,True
4.0,Original Order too stretchy but great customer service and new bands sent,These are terrible. Very stretchy.<br />So so the seller contacted me after this review and sent me different bands that were really good. I am changing the stars to 4 as the first bands were still awful but the customer service is amazing.,[],B01M4M0CT7,B01M4M0CT7,AGD6P2RAOJYDVGN652O7Z6UAGBSA,1503591624079,3,True
4.0,Original Order too stretchy but great customer service and new bands sent,These are terrible. Very stretchy.<br />So so the seller contacted me after this review and sent me different bands that were really good. I am changing the stars to 4 as the first bands were still awful but the customer service is amazing.,[],B01M4M0CT7,B01M4M0CT7,AGD6P2RAOJYDVGN652O7Z6UAGBSA,1503591624079,3,True
5.0,Softer feet,Pros : my feet Start peeling right away as soon as water hits my feet. still peeling after 7th day you just need to be patience before wearing those cute sandals to show off your new exfoliated soft feet my first time using foot mask I shared one pack with a friend I have not gave myself a pedicure in months and was worth it will use again and will recommend<br /><br />Cons: foot mask bootie plastic needs to be long or higher in coverage it will spill out through socks hold feet downward but off floor so mask solution won’t leak,[],B08R5DJGZQ,B08R5DJGZQ,AEFPI7PRNMEGOVDSUCAROYQITUGA,1628264926652,0,True
1.0,Not what I expected,Not what I expected,[],B075D9BF7B,B0BGK4F2N7,AHD5PGXV2OHD5JO6XK6K6SBHSLMA,1545331323559,0,True
5.0,Excellent product,"I haven't had this item for very long. But it meets my expectations. I purchased this mainly for the thinning shears, and I did need some new hair scissors. The case is perfectly sized to carry and store the scissors.The scissors themselves are sharp, and cut hair easily. I'll update in a few months with how the scissors have held up.",[],B00U52GXX6,B00U52GXX6,AFEBICFZ77P7N5YLBXRJ6AOLQRHQ,1446143534000,1,True
5.0,Very good,It’s really good so far,[],B09DYL2V3R,B09DYL2V3R,AESSUAJOAYQQ2L6X6V77HK7MW4YA,1641076563844,0,True
5.0,Finally can get the cut where it needs to be,It is easier to hold and the blades are sharp.  Has a good curve to get in and under the nail,[],B07FVM1VQ1,B07FVM1VQ1,AF6OGT5T4K6BLKTLNYJOR7AQNBAA,1563215985530,0,True
4.0,Serves need,As advertised,[],B00KO2PT96,B00KO2PT96,AFCJGTM4DBOHRSLV4ALK3HS7YB7A,1458080934000,0,True
5.0,best holographic micro glitter,"I'm impressed with the one-coat coverage! it's really cute! goes on smooth, not chunky. Dries decently fast. :)",[],B08S2YVK9N,B08S2YVK9N,AGSPNKS5VGPOYHW22SVKVGXWZYHQ,1639350453464,0,True
4.0,Colors are very pretty. Brown / Green / Blue,"I wanted brown, but for the money I got the extra two! I'm really bad with eyeliner, not sure my eyes are big enough but I keep trying. These glide on really smoothly and the stamp works although you might have to ""rock"" the pressure back & forth so it stamps evenly. I have yet to wear a wing out of the house though, just not that confident yet.",[],B07RQMB2DD,B07RQMB2DD,AGSOBGGVYOQ6Q4NF6FHHIHOVWDIA,1571768869443,0,True
5.0,"Epic, all right.",Works wonders on my skin - and my grandaughter's bi-racial hair (Curly yet very fine.),[],B00CUF29WU,B00CUF29WU,AGSOBGGVYOQ6Q4NF6FHHIHOVWDIA,1405606372000,0,True
5.0,Very effective,"These loofah sponge pads are convenient to use, just the right size for your hand and effective at their job.  They are a good value, too.",[],B0713WDNK4,B0713WDNK4,AHHELBIAGIPXV6INXBEDUN3JGFFA,1533003652367,1,True
1.0,Not worthy,Absolutely doesn’t work!!!!!! Such a waste of money!!,[],B00HRGBAT0,B084YVGMS5,AGV4BIEFKCXYC2NMPYEF5M62J2TA,1598980760341,0,True
1.0,Too WATERY,"I thought it was a cream and when I opened it, it spilled out as I wasn't ready for it to be so watery! I do not use it. I ordered the cream one from Ebay all that they had left as it is no longer available.",[],B08ZBCGXSS,B08ZBCGXSS,AFHK7HOJXG6TYUH26EJ6WV55QUCQ,1654206036858,0,True
1.0,One Star,Cheap looking when you get it and it was cheap so what did I expect?,[],B0107QYW14,B0107QYW14,AFHK7HOJXG6TYUH26EJ6WV55QUCQ,1463062776000,0,True
5.0,Rubber Coated No-slip grip clips,"I love these rubber coated clips.  I use them when I am blowing my hair dry, and they are easy to put in, and take out.  It does not pull my hair.",[],B01HC6G4D6,B01HC6G4D6,AG6VOPVMC72KOQLA5IBE3LWDKIRA,1495940826000,0,True
5.0,Nice,"Good starter set of essential oils.<br />I have bought essential oils here and there in the past, my most used one is the peppermint because of it's versatility.<br />I use these from using with carrier oils (I like using organic coconut oil) for my body to diluted in a spray bottle for natural bug repellent when I have to do outdoorsy stuff.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sz-mqUl3L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sz-mqUl3L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sz-mqUl3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07Z5C1KGR,B07Z5C1KGR,AHAS33UT7IQTEJNBO4FHKNQRIR3A,1582359116420,2,False
5.0,Five Stars,recommend everyone should have this,[],B00SGF3NFU,B00SGF3NFU,AHRIDFEWCQ6DLCMWDCVHUQ32DGJA,1524599292239,1,True
5.0,Five Stars,I have bought this many times would recommend,[],B00YZCTDMK,B00YZCTDMK,AHRIDFEWCQ6DLCMWDCVHUQ32DGJA,1524599249296,0,True
4.0,Great for hygiene kits and Operation Christmas Child,These are a great find for Operation Christmas Child and putting together hygiene kits for homeless and displaced people.  Perfect for encasing bulk purchased toothbrushes.  Economical,[],B07TVSTHJH,B07TVSTHJH,AG43HZBPYFAYSC4VZJ6PWODEGJIA,1578235415873,6,True
5.0,Hair Loss.  Greatly appreciate your help.,Happy that I was able to camouflage my problem.,[],B09957YD9G,B097T1CVZ9,AF5LE5QEFJKV3L6X76RX4HQ2BKDQ,1638393950620,0,True
4.0,Four Stars,Was disappointed that it had alcohol in it.,[],B013F3A8V4,B013F3A8V4,AHMZEDSL3RMSJQX45WVJQJDJMCQQ,1443293685000,0,True
5.0,Five Stars,thank you,[],B01D63OZ58,B01D63OZ58,AFUAE36ED7YL5EA6PJ7LYSFY37NQ,1460439115000,0,True
5.0,These worked great for trip!,"I took 4 of these packages on a 10 day trip. I have short hair so I got two uses out of each packet. Wen is an expensive product, but once you are hooked it's hard to wash your hair with anything else. These are so helpful when away from home.",[],B009FWYEAQ,B009FWYEAQ,AFHJRNUR6VRRSMG6ANPBWV5CSFEA,1387125743000,0,True
5.0,Best foot file I have found,Best foot file I have found. I purchased a second package.,[],B0819NGHDD,B0819NGHDD,AGOR3QTJMVAJCDCVPDU3LMTQBAIQ,1594932033445,1,True
5.0,Five Stars,Works very good in my hair.,[],B00GMPHSDO,B00GMPHSDO,AE4GPBBL27VORLLKE25PCQILB6JQ,1514502692012,0,True
3.0,Three Stars,C,[],B00692OA2M,B00692OA2M,AGZWL2SRS3AFAELWWIEYRDNIF3OQ,1493631151000,0,True
4.0,This foundation produces nice matte finish,"This foundation produces nice matte finish. Moisturizes skin, not greasy and does not emphasize winkles.<br />Also it is sun block which makes it most useful on sunny days.",[],B008FR532U,B07CKTWB2N,AEVD37JIQ2O2EHOQKOATZXPBORJQ,1497033362000,1,True
1.0,Smell,I don’t care for the smell,[],B07BDGSMB5,B07BDGSMB5,AGYMADUG7WKM7XMGM37L7DJQDEOQ,1549155630188,1,True
5.0,Pretty and durable,These tattoos last for days without fading!,[],B07MD79GK8,B07MD79GK8,AHMC5XJT6EZLFYH3EWTNECA65JTA,1661874636060,0,True
1.0,Didn't work well for me,This product doesn't work very well.  It eventually took the polish off but had to work each nail a couple minutes each!  The upside is that it doesn't stink like other removers.,[],B01AYTGWA8,B01AYTGWA8,AFAPF725Y2M4HKRSOR4X6T2IAIBQ,1468996003000,2,True
5.0,Beautiful Color!,I couldn't find this color in the stores -it's so pretty and Orly is one of the best polishes I have used.  It stays on much longer than other brands.,[],B093XYVD3Z,B09P3ZMV55,AF6FJU4SIAUF4SGUIN7J7J5LCHHQ,1654444138683,0,True
4.0,Four Stars,Little on the small size for my thick hair.,[],B0020Z0C24,B09RDC6YH2,AHVEVEYGPJIW3ZZZA47V2SZ7VQJQ,1412905762000,0,False
